ID_TEXT,ID_TEXT,CIUDAD,REGION,TIPO,UNIVERSIDAD_EVALUADA_NACIONAL,PRESTIGIO DE LA INSTITUCIÓN,NIVEL ACADÉMICO,OFERTA ACADÉMICA (CARRERAS OFERTADAS),PROFESORES
Entrevistado_4918,Entrevistado_4918,MORELIA,BAJIO,Primera mención,OTRAS,8,8,9,10
Entrevistado_4919,Entrevistado_4919,MORELIA,BAJIO,Primera mención,OTRAS,9,10,7.8,8
Entrevistado_4920,Entrevistado_4920,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,8.4,9,7.8,8
Entrevistado_4921,Entrevistado_4921,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,9,8,7.8,10
Entrevistado_4922,Entrevistado_4922,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,10,8,10,8
Entrevistado_4923,Entrevistado_4923,QUERÉTARO,CENTRO,Primera mención,UVM,10,1,7.8,8
Entrevistado_4924,Entrevistado_4924,COATZACOALCOS,SUR,Primera mención,OTRAS,8,8,10,8
Entrevistado_4925,Entrevistado_4925,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8.4,8,9,9
Entrevistado_4926,Entrevistado_4926,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,10,5,7.8,8
Entrevistado_4927,Entrevistado_4927,COATZACOALCOS,SUR,Primera mención,OTRAS,10,10,7.8,10
Entrevistado_4928,Entrevistado_4928,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,4,7.8,10
Entrevistado_4929,Entrevistado_4929,IRAPUATO,BAJIO,Primera mención,OTRAS,8,8,10,8
Entrevistado_4930,Entrevistado_4930,TEPIC,OCCIDENTE,Primera mención,OTRAS,8.4,9,6,10
Entrevistado_4931,Entrevistado_4931,VILLAHERMOSA,SUR,Primera mención,UVM,10,6,7.8,5
Entrevistado_4932,Entrevistado_4932,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,9,9,10,8
Entrevistado_4933,Entrevistado_4933,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8.4,8,10,8
Entrevistado_4934,Entrevistado_4934,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,10,10,8
Entrevistado_4935,Entrevistado_4935,GUADALAJARA,BAJIO,Primera mención,OTRAS,5,8,3,8
Entrevistado_4936,Entrevistado_4936,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,8,5,8
Entrevistado_4937,Entrevistado_4937,MORELIA,BAJIO,Primera mención,OTRAS,10,7,7.8,9
Entrevistado_4938,Entrevistado_4938,MORELIA,BAJIO,Primera mención,OTRAS,5,6,6,8
Entrevistado_4939,Entrevistado_4939,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,10,7.8,10
Entrevistado_4940,Entrevistado_4940,GUADALAJARA,BAJIO,Primera mención,UVM,10,8,7.8,8
Entrevistado_4941,Entrevistado_4941,MONTERREY,NORTE,Primera mención,ITESM,10,8,7.8,8
Entrevistado_4942,Entrevistado_4942,MAZATLÁN,OCCIDENTE,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_4943,Entrevistado_4943,AGUASCALIENTES,BAJIO,Primera mención,UVM,8,10,7.8,8
Entrevistado_4944,Entrevistado_4944,QUERÉTARO,CENTRO,Primera mención,ANÁHUAC,8.4,3,4,8
Entrevistado_4945,Entrevistado_4945,GUADALAJARA,BAJIO,Primera mención,OTRAS,5,10,8,8
Entrevistado_4946,Entrevistado_4946,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,2,8,8
Entrevistado_4947,Entrevistado_4947,LA PAZ,OCCIDENTE,Primera mención,OTRAS,8.4,8,7.8,10
Entrevistado_4948,Entrevistado_4948,MONTERREY,NORTE,Primera mención,ITESM,8,8,4,8
Entrevistado_4949,Entrevistado_4949,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,5,8,7,8
Entrevistado_4950,Entrevistado_4950,HERMOSILLO,OCCIDENTE,Primera mención,ITESM,8,8,7,8
Entrevistado_4951,Entrevistado_4951,PUEBLA,CENTRO,Primera mención,OTRAS,5,8,7.8,10
Entrevistado_4952,Entrevistado_4952,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,10,7.8,7
Entrevistado_4953,Entrevistado_4953,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,7,8,7.8,5
Entrevistado_4954,Entrevistado_4954,COATZACOALCOS,SUR,Primera mención,OTRAS,8.4,4,7,8
Entrevistado_4955,Entrevistado_4955,COATZACOALCOS,SUR,Primera mención,OTRAS,10,8,7.8,10
Entrevistado_4956,Entrevistado_4956,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,10,4,8
Entrevistado_4957,Entrevistado_4957,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,6,7
Entrevistado_4958,Entrevistado_4958,CIUDAD DE MÉXICO,CENTRO,Primera mención,UVM,10,3,10,10
Entrevistado_4959,Entrevistado_4959,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,7.8,9
Entrevistado_4960,Entrevistado_4960,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,3,10,9,8
Entrevistado_4961,Entrevistado_4961,MEXICALI,OCCIDENTE,Primera mención,OTRAS,10,8,10,8
Entrevistado_4962,Entrevistado_4962,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,10,8
Entrevistado_4963,Entrevistado_4963,ZAMORA,BAJIO,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_4964,Entrevistado_4964,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,2,7.8,8
Entrevistado_4965,Entrevistado_4965,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,2,10,7,8
Entrevistado_4966,Entrevistado_4966,TIJUANA,OCCIDENTE,Primera mención,OTRAS,8.4,10,2,8
Entrevistado_4967,Entrevistado_4967,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,1,8,5,8
Entrevistado_4968,Entrevistado_4968,MORELIA,BAJIO,Primera mención,OTRAS,7,8,7.8,10
Entrevistado_4969,Entrevistado_4969,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,8,8,7.8,10
Entrevistado_4970,Entrevistado_4970,QUERÉTARO,CENTRO,Primera mención,ANÁHUAC,10,8,10,9
Entrevistado_4971,Entrevistado_4971,COATZACOALCOS,SUR,Primera mención,OTRAS,8.4,8,10,7
Entrevistado_4972,Entrevistado_4972,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,8.4,10,7.8,8
Entrevistado_4973,Entrevistado_4973,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,9,8,7.8,10
Entrevistado_4974,Entrevistado_4974,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8.4,8,7.8,2
Entrevistado_4975,Entrevistado_4975,TUXTLA GUTIÉRREZ,SUR,Primera mención,UVM,8,6,7.8,8
Entrevistado_4976,Entrevistado_4976,VILLAHERMOSA,SUR,Primera mención,UVM,3,8,7.8,5
Entrevistado_4977,Entrevistado_4977,QUERÉTARO,CENTRO,Primera mención,UVM,5,8,2,8
Entrevistado_4978,Entrevistado_4978,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,8.4,4,7.8,8
Entrevistado_4979,Entrevistado_4979,LEÓN,BAJIO,Primera mención,OTRAS,6,8,7.8,10
Entrevistado_4980,Entrevistado_4980,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,4,10,7.8,8
Entrevistado_4981,Entrevistado_4981,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,7.8,10
Entrevistado_4982,Entrevistado_4982,ZAMORA,BAJIO,Primera mención,OTRAS,5,8,7.8,8
Entrevistado_4983,Entrevistado_4983,GUADALAJARA,BAJIO,Primera mención,ITESM,8,10,2,8
Entrevistado_4984,Entrevistado_4984,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,7,10,7.8,6
Entrevistado_4985,Entrevistado_4985,CIUDAD DE MÉXICO,CENTRO,Primera mención,UVM,10,4,8,8
Entrevistado_4986,Entrevistado_4986,IRAPUATO,BAJIO,Primera mención,OTRAS,8.4,7,7.8,9
Entrevistado_4987,Entrevistado_4987,GUADALAJARA,BAJIO,Primera mención,OTRAS,1,8,7.8,8
Entrevistado_4988,Entrevistado_4988,TEPIC,OCCIDENTE,Primera mención,OTRAS,10,10,7.8,10
Entrevistado_4989,Entrevistado_4989,ZAMORA,BAJIO,Primera mención,OTRAS,8,5,1,8
Entrevistado_4990,Entrevistado_4990,LOS CABOS,OCCIDENTE,Primera mención,OTRAS,10,8,10,8
Entrevistado_4991,Entrevistado_4991,CULIACÁN,OCCIDENTE,Primera mención,ITESM,8.4,8,6,5
Entrevistado_4992,Entrevistado_4992,GUADALAJARA,BAJIO,Primera mención,OTRAS,3,10,7.8,8
Entrevistado_4993,Entrevistado_4993,TEPIC,OCCIDENTE,Primera mención,OTRAS,8.4,7,10,1
Entrevistado_4994,Entrevistado_4994,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_4995,Entrevistado_4995,ZAMORA,BAJIO,Primera mención,OTRAS,6,6,7.8,10
Entrevistado_4996,Entrevistado_4996,ZAMORA,BAJIO,Primera mención,OTRAS,10,6,7.8,8
Entrevistado_4997,Entrevistado_4997,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,2,8,10,8
Entrevistado_4998,Entrevistado_4998,IRAPUATO,BAJIO,Primera mención,OTRAS,7,3,8,8
Entrevistado_4999,Entrevistado_4999,GUADALAJARA,BAJIO,Primera mención,ITESM,7,8,8,8
Entrevistado_5000,Entrevistado_5000,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,7.8,3
Entrevistado_5001,Entrevistado_5001,GUADALAJARA,BAJIO,Primera mención,OTRAS,1,8,7.8,8
Entrevistado_5002,Entrevistado_5002,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,2,8
Entrevistado_5003,Entrevistado_5003,IRAPUATO,BAJIO,Primera mención,OTRAS,9,8,7.8,8
Entrevistado_5004,Entrevistado_5004,MORELIA,BAJIO,Primera mención,OTRAS,7,8,10,8
Entrevistado_5005,Entrevistado_5005,VILLAHERMOSA,SUR,Primera mención,UVM,8,7,7.8,8
Entrevistado_5006,Entrevistado_5006,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,4,8,10,7
Entrevistado_5007,Entrevistado_5007,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,8.4,8,7,10
Entrevistado_5008,Entrevistado_5008,MORELIA,BAJIO,Primera mención,OTRAS,6,1,1,8
Entrevistado_5009,Entrevistado_5009,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,9,10,9
Entrevistado_5010,Entrevistado_5010,MEXICALI,OCCIDENTE,Primera mención,OTRAS,8.4,10,6,7
Entrevistado_5011,Entrevistado_5011,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,10,1,8
Entrevistado_5012,Entrevistado_5012,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,10,9,7.8,8
Entrevistado_5013,Entrevistado_5013,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,6,7,7.8,9
Entrevistado_5014,Entrevistado_5014,GUADALAJARA,BAJIO,Primera mención,OTRAS,7,8,4,8
Entrevistado_5015,Entrevistado_5015,IRAPUATO,BAJIO,Primera mención,OTRAS,8.4,10,7.8,9
Entrevistado_5016,Entrevistado_5016,GUADALAJARA,BAJIO,Primera mención,ITESM,2,8,5,8
Entrevistado_5017,Entrevistado_5017,LEÓN,BAJIO,Primera mención,OTRAS,6,10,7.8,8
Entrevistado_5018,Entrevistado_5018,GUADALAJARA,BAJIO,Primera mención,UVM,1,8,5,10
Entrevistado_5019,Entrevistado_5019,COATZACOALCOS,SUR,Primera mención,OTRAS,8.4,8,7.8,8
Entrevistado_5020,Entrevistado_5020,VILLAHERMOSA,SUR,Primera mención,OTRAS,8.4,8,9,8
Entrevistado_5021,Entrevistado_5021,GUADALAJARA,BAJIO,Primera mención,ITESM,2,10,8,8
Entrevistado_5022,Entrevistado_5022,MÉRIDA,SUR,Primera mención,OTRAS,5,8,10,8
Entrevistado_5023,Entrevistado_5023,MORELIA,BAJIO,Primera mención,OTRAS,8,8,7.8,9
Entrevistado_5024,Entrevistado_5024,PUEBLA,CENTRO,Primera mención,OTRAS,8.4,4,7.8,8
Entrevistado_5025,Entrevistado_5025,CD. OBREGÓN,OCCIDENTE,Primera mención,OTRAS,8,9,7.8,10
Entrevistado_5026,Entrevistado_5026,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,10,8,7.8,6
Entrevistado_5027,Entrevistado_5027,COATZACOALCOS,SUR,Primera mención,OTRAS,9,8,8,10
Entrevistado_5028,Entrevistado_5028,MEXICALI,OCCIDENTE,Primera mención,OTRAS,8.4,7,5,2
Entrevistado_5029,Entrevistado_5029,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,8,10,10
Entrevistado_5030,Entrevistado_5030,GUADALAJARA,BAJIO,Primera mención,OTRAS,7,6,7.8,8
Entrevistado_5031,Entrevistado_5031,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,1,8,7.8,8
Entrevistado_5032,Entrevistado_5032,QUERÉTARO,CENTRO,Primera mención,ANÁHUAC,8,8,4,6
Entrevistado_5033,Entrevistado_5033,LEÓN,BAJIO,Primera mención,OTRAS,6,8,4,8
Entrevistado_5034,Entrevistado_5034,MORELIA,BAJIO,Primera mención,OTRAS,8.4,8,7.8,8
Entrevistado_5035,Entrevistado_5035,MORELIA,BAJIO,Primera mención,OTRAS,7,6,7.8,8
Entrevistado_5036,Entrevistado_5036,VILLAHERMOSA,SUR,Primera mención,OTRAS,8.4,10,7,10
Entrevistado_5037,Entrevistado_5037,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_5038,Entrevistado_5038,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,8.4,8,8,8
Entrevistado_5039,Entrevistado_5039,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,10,8,7.8,6
Entrevistado_5040,Entrevistado_5040,MORELIA,BAJIO,Primera mención,OTRAS,10,5,8,8
Entrevistado_5041,Entrevistado_5041,GUADALAJARA,BAJIO,Primera mención,OTRAS,1,8,4,8
Entrevistado_5042,Entrevistado_5042,TUXTLA GUTIÉRREZ,SUR,Primera mención,UVM,9,10,7.8,8
Entrevistado_5043,Entrevistado_5043,MORELIA,BAJIO,Primera mención,OTRAS,8.4,1,7.8,7
Entrevistado_5044,Entrevistado_5044,LEÓN,BAJIO,Primera mención,OTRAS,1,8,5,8
Entrevistado_5045,Entrevistado_5045,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,5,8,10,8
Entrevistado_5046,Entrevistado_5046,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,8.4,5,7.8,8
Entrevistado_5047,Entrevistado_5047,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,10,8,10,10
Entrevistado_5048,Entrevistado_5048,COATZACOALCOS,SUR,Primera mención,OTRAS,10,4,2,8
Entrevistado_5049,Entrevistado_5049,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,6,8,7.8,10
Entrevistado_5050,Entrevistado_5050,GUADALAJARA,BAJIO,Primera mención,OTRAS,2,10,7.8,8
Entrevistado_5051,Entrevistado_5051,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,6,1
Entrevistado_5052,Entrevistado_5052,GUADALAJARA,BAJIO,Primera mención,UVM,1,10,6,8
Entrevistado_5053,Entrevistado_5053,MÉRIDA,SUR,Primera mención,OTRAS,10,10,7.8,8
Entrevistado_5054,Entrevistado_5054,LEÓN,BAJIO,Primera mención,ITESM,5,8,7.8,10
Entrevistado_5055,Entrevistado_5055,LEÓN,BAJIO,Primera mención,OTRAS,4,8,7.8,8
Entrevistado_5056,Entrevistado_5056,ZAMORA,BAJIO,Primera mención,OTRAS,10,8,7,10
Entrevistado_5057,Entrevistado_5057,MORELIA,BAJIO,Primera mención,OTRAS,6,8,10,8
Entrevistado_5058,Entrevistado_5058,MORELIA,BAJIO,Primera mención,OTRAS,8.4,8,4,9
Entrevistado_5059,Entrevistado_5059,LEÓN,BAJIO,Primera mención,OTRAS,8,10,10,10
Entrevistado_5060,Entrevistado_5060,GUADALAJARA,BAJIO,Primera mención,UVM,10,8,10,8
Entrevistado_5061,Entrevistado_5061,PUEBLA,CENTRO,Primera mención,OTRAS,8.4,1,9,8
Entrevistado_5062,Entrevistado_5062,MAZATLÁN,OCCIDENTE,Primera mención,OTRAS,7,4,7.8,8
Entrevistado_5063,Entrevistado_5063,GUADALAJARA,BAJIO,Primera mención,ITESM,6,10,7.8,8
Entrevistado_5064,Entrevistado_5064,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,9,7.8,9
Entrevistado_5065,Entrevistado_5065,LEÓN,BAJIO,Primera mención,OTRAS,8.4,10,7,8
Entrevistado_5066,Entrevistado_5066,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8.4,8,1,8
Entrevistado_5067,Entrevistado_5067,GUADALAJARA,BAJIO,Primera mención,OTRAS,4,8,8,10
Entrevistado_5068,Entrevistado_5068,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,9,7.8,8
Entrevistado_5069,Entrevistado_5069,PUEBLA,CENTRO,Primera mención,OTRAS,8.4,10,10,8
Entrevistado_5070,Entrevistado_5070,TEPIC,OCCIDENTE,Primera mención,OTRAS,7,8,7,8
Entrevistado_5071,Entrevistado_5071,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8.4,8,7,8
Entrevistado_5072,Entrevistado_5072,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,8,8,10,10
Entrevistado_5073,Entrevistado_5073,QUERÉTARO,CENTRO,Primera mención,UVM,1,8,7.8,4
Entrevistado_5074,Entrevistado_5074,MONTERREY,NORTE,Primera mención,OTRAS,10,10,7.8,8
Entrevistado_5075,Entrevistado_5075,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,9,7.8,8
Entrevistado_5076,Entrevistado_5076,CD. OBREGÓN,OCCIDENTE,Primera mención,OTRAS,8.4,10,7.8,7
Entrevistado_5077,Entrevistado_5077,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_5078,Entrevistado_5078,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,2,5,8
Entrevistado_5079,Entrevistado_5079,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,2,8,1,9
Entrevistado_5080,Entrevistado_5080,QUERÉTARO,CENTRO,Primera mención,OTRAS,7,8,3,8
Entrevistado_5081,Entrevistado_5081,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,8.4,2,7.8,10
Entrevistado_5082,Entrevistado_5082,MAZATLÁN,OCCIDENTE,Primera mención,OTRAS,8.4,10,8,5
Entrevistado_5083,Entrevistado_5083,MONTERREY,NORTE,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_5084,Entrevistado_5084,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8.4,10,7.8,8
Entrevistado_5085,Entrevistado_5085,QUERÉTARO,CENTRO,Primera mención,OTRAS,8.4,5,5,8
Entrevistado_5086,Entrevistado_5086,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,9,6
Entrevistado_5087,Entrevistado_5087,PUEBLA,CENTRO,Primera mención,OTRAS,2,8,7.8,10
Entrevistado_5088,Entrevistado_5088,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,8.4,8,7.8,6
Entrevistado_5089,Entrevistado_5089,COATZACOALCOS,SUR,Primera mención,OTRAS,2,8,8,8
Entrevistado_5090,Entrevistado_5090,GUADALAJARA,BAJIO,Primera mención,OTRAS,2,3,7.8,8
Entrevistado_5091,Entrevistado_5091,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,8.4,8,8,8
Entrevistado_5092,Entrevistado_5092,COATZACOALCOS,SUR,Primera mención,OTRAS,10,10,8,8
Entrevistado_5093,Entrevistado_5093,GUADALAJARA,BAJIO,Primera mención,OTRAS,1,7,9,10
Entrevistado_5094,Entrevistado_5094,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,5,7.8,8
Entrevistado_5095,Entrevistado_5095,GUADALAJARA,BAJIO,Primera mención,OTRAS,5,8,7,3
Entrevistado_5096,Entrevistado_5096,MONTERREY,NORTE,Primera mención,ITESM,7,6,7,8
Entrevistado_5097,Entrevistado_5097,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,10,4,7.8,8
Entrevistado_5098,Entrevistado_5098,LOS CABOS,OCCIDENTE,Primera mención,OTRAS,8.4,8,10,8
Entrevistado_5099,Entrevistado_5099,MORELIA,BAJIO,Primera mención,OTRAS,9,8,8,10
Entrevistado_5100,Entrevistado_5100,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,6,9,3,9
Entrevistado_5101,Entrevistado_5101,MORELIA,BAJIO,Primera mención,OTRAS,10,7,7.8,9
Entrevistado_5102,Entrevistado_5102,TIJUANA,OCCIDENTE,Primera mención,OTRAS,8.4,8,7.8,8
Entrevistado_5103,Entrevistado_5103,MORELIA,BAJIO,Primera mención,OTRAS,6,2,7.8,7
Entrevistado_5104,Entrevistado_5104,TIJUANA,OCCIDENTE,Primera mención,OTRAS,8,6,7.8,8
Entrevistado_5105,Entrevistado_5105,MORELIA,BAJIO,Primera mención,OTRAS,7,8,7.8,9
Entrevistado_5106,Entrevistado_5106,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,4,7.8,8
Entrevistado_5107,Entrevistado_5107,VILLAHERMOSA,SUR,Primera mención,UVM,8.4,8,9,10
Entrevistado_5108,Entrevistado_5108,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,6,9,2
Entrevistado_5109,Entrevistado_5109,GUADALAJARA,BAJIO,Primera mención,OTRAS,7,1,7.8,5
Entrevistado_5110,Entrevistado_5110,LA PAZ,OCCIDENTE,Primera mención,OTRAS,10,8,5,10
Entrevistado_5111,Entrevistado_5111,HERMOSILLO,OCCIDENTE,Primera mención,ITESM,8.4,8,7.8,9
Entrevistado_5112,Entrevistado_5112,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8,8,9,8
Entrevistado_5113,Entrevistado_5113,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,8.4,8,8,8
Entrevistado_5114,Entrevistado_5114,TIJUANA,OCCIDENTE,Primera mención,OTRAS,7,8,5,8
Entrevistado_5115,Entrevistado_5115,MORELIA,BAJIO,Primera mención,OTRAS,8.4,10,7.8,8
Entrevistado_5116,Entrevistado_5116,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,10,10,9
Entrevistado_5117,Entrevistado_5117,MORELIA,BAJIO,Primera mención,OTRAS,7,8,7.8,5
Entrevistado_5118,Entrevistado_5118,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,10,7.8,8
Entrevistado_5119,Entrevistado_5119,MORELIA,BAJIO,Primera mención,OTRAS,8.4,8,7.8,2
Entrevistado_5120,Entrevistado_5120,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,10,8,7.8,7
Entrevistado_5121,Entrevistado_5121,QUERÉTARO,CENTRO,Primera mención,OTRAS,5,10,7.8,5
Entrevistado_5122,Entrevistado_5122,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,4,7.8,8
Entrevistado_5123,Entrevistado_5123,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,6,8
Entrevistado_5124,Entrevistado_5124,VILLAHERMOSA,SUR,Primera mención,UVM,10,6,7.8,8
Entrevistado_5125,Entrevistado_5125,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,10,8,10,7
Entrevistado_5126,Entrevistado_5126,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,5,8,10,10
Entrevistado_5127,Entrevistado_5127,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,8,7.8,6
Entrevistado_5128,Entrevistado_5128,LA PAZ,OCCIDENTE,Primera mención,OTRAS,10,7,7.8,8
Entrevistado_5129,Entrevistado_5129,MORELIA,BAJIO,Primera mención,OTRAS,1,6,7.8,10
Entrevistado_5130,Entrevistado_5130,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8,8,10,7
Entrevistado_5131,Entrevistado_5131,LOS CABOS,OCCIDENTE,Primera mención,OTRAS,8,8,9,8
Entrevistado_5132,Entrevistado_5132,MONTERREY,NORTE,Primera mención,ITESM,8.4,2,8,8
Entrevistado_5133,Entrevistado_5133,TEPIC,OCCIDENTE,Primera mención,OTRAS,8,8,8,8
Entrevistado_5134,Entrevistado_5134,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,9,8,7,8
Entrevistado_5135,Entrevistado_5135,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,8,7.8,8
Entrevistado_5136,Entrevistado_5136,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_5137,Entrevistado_5137,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,8,8,9,8
Entrevistado_5138,Entrevistado_5138,GUADALAJARA,BAJIO,Primera mención,OTRAS,5,5,7.8,9
Entrevistado_5139,Entrevistado_5139,LEÓN,BAJIO,Primera mención,OTRAS,10,8,9,10
Entrevistado_5140,Entrevistado_5140,MORELIA,BAJIO,Primera mención,OTRAS,3,6,7.8,8
Entrevistado_5141,Entrevistado_5141,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,8.4,8,9,8
Entrevistado_5142,Entrevistado_5142,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,9,6,7.8,8
Entrevistado_5143,Entrevistado_5143,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8.4,8,9,10
Entrevistado_5144,Entrevistado_5144,COATZACOALCOS,SUR,Primera mención,OTRAS,8.4,10,7.8,10
Entrevistado_5145,Entrevistado_5145,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,8.4,8,7.8,4
Entrevistado_5146,Entrevistado_5146,GUADALAJARA,BAJIO,Primera mención,ITESM,10,8,7.8,8
Entrevistado_5147,Entrevistado_5147,VILLAHERMOSA,SUR,Primera mención,OTRAS,10,8,7.8,3
Entrevistado_5148,Entrevistado_5148,MONTERREY,NORTE,Primera mención,OTRAS,9,3,7.8,8
Entrevistado_5149,Entrevistado_5149,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,8,3,8
Entrevistado_5150,Entrevistado_5150,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8.4,8,8,4
Entrevistado_5151,Entrevistado_5151,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8.4,4,7.8,6
Entrevistado_5152,Entrevistado_5152,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,1,7.8,8
Entrevistado_5153,Entrevistado_5153,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,4,7.8,5
Entrevistado_5154,Entrevistado_5154,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,1,1,7.8,8
Entrevistado_5155,Entrevistado_5155,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,4,10,3,8
Entrevistado_5156,Entrevistado_5156,CANCÚN,SUR,Primera mención,OTRAS,4,8,7.8,8
Entrevistado_5157,Entrevistado_5157,COATZACOALCOS,SUR,Primera mención,OTRAS,6,8,8,6
Entrevistado_5158,Entrevistado_5158,CD. OBREGÓN,OCCIDENTE,Primera mención,OTRAS,7,8,10,8
Entrevistado_5159,Entrevistado_5159,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,8,8,7.8,8
Entrevistado_5160,Entrevistado_5160,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,8.4,8,1,8
